Part Number;Bearing designation;"Brand
name";Cross-Refference;Bore diameter (inch);Bore diameter (mm);Width inner ring;Width outer ring;Centering diameter;Overall length;Distance from housing flange to front of inner ring;Width of top of housing;Pitch circle diameter;Diameter of attachment slot;Radial load;Axial load;Mass;Dynamic load rating;Static load rating
;;;;d (inch);d (mm);B (mm);C (mm);Da (mm);L (mm);A (mm);A1 (mm);J (mm);N (mm);Fr (kN);Fa (kN);kg;Cdyn (kN);Co (kN)
DHU 1 1/2R209 VX;"DHU 1 1/2 R209
DHU 1 1/2 R209 FD209RB
FD 209-1 1/2 RD
ST 491 B
PER.GFD209RPPB52
GWST209PPB38";"TIMKEN
CT-AGRI
RBF
PEER
PEER
FKL";"1934-12-0 KRAUSE
40-109  KRAUSE
822-208? Great Plains
AA53919 JD
AN280333 JD
Q4045130 KUHN
";1.5004;38.11;42.85;22;97;127;39;3.5;127;13.5;7.7;3.8;1.63;32.5;20.4
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
